generation	fitness	corner	c	a1	a2	b	o	x	wp	we
204	56.5	[50, 50, 50, 50, 193]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -5, -5, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 223]
205	62.5	[50, 50, 50, 50, 193]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -5, -5, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 223]
206	57.0	[50, 50, 50, 50, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -5, -5, -5, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 176]
207	56.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, 66]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 2, 75]	[100, 100, 97, 100, 176]
208	55.5	[50, 50, 50, 50, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -5, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 176]
209	52.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, 66]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 2, 75]	[100, 100, 97, 100, 176]
210	52.0	[50, 50, 50, 50, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -5, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 176]
211	54.5	[50, 50, 50, 50, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -5, -5, -5, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 176]
212	56.5	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, 66]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, 18]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
213	59.5	[50, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
214	61.0	[53, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 3, 0, -39]	[2, -1, -1, -1, 128]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, 18]	[-25, -22, -25, -25, 118]	[5, 5, 5, 5, 75]	[100, 100, 100, 100, 173]
215	64.0	[50, 50, 50, 50, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -5, -5, -5, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 176]
216	57.5	[50, 50, 50, 50, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -4, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -5, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 176]
217	54.0	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, 18]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
218	54.5	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, 18]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
219	58.5	[50, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
220	61.0	[50, 50, 50, 50, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -5, -5, -5, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 176]
221	52.5	[50, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
222	60.0	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, 18]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
223	53.5	[50, 50, 50, 50, 193]	[-20, -20, -20, -23, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -5, -5, -8, -29]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 176]
224	61.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, 66]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 2, 75]	[100, 100, 100, 100, 176]
225	52.0	[50, 50, 50, 50, 193]	[-20, -20, -20, -23, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -5, -5, -8, -29]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 176]
226	57.0	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, 18]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
227	61.5	[50, 50, 50, 50, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -5, -5, -5, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 176]
228	58.5	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, 66]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 2, 75]	[100, 100, 100, 100, 176]
229	60.0	[50, 50, 50, 50, 193]	[-20, -20, -20, -23, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 8, 5, 5, 75]	[100, 100, 100, 100, 176]
230	56.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, 66]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 2, 75]	[100, 100, 100, 100, 176]
231	52.5	[50, 50, 50, 50, 193]	[-20, -20, -20, -23, -168]	[0, 0, -3, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 176]
232	60.0	[50, 50, 50, 50, 193]	[-20, -20, -20, -23, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -5, -8, -8, -32]	[-179, -126, -128, -25, 118]	[5, 8, 5, 5, 75]	[100, 100, 100, 100, 176]
233	54.5	[50, 50, 50, 50, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -5, -5, -5, -32]	[-179, -123, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 103, 100, 176]
234	50.0	[50, 50, 50, 50, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -5, -5, -5, -32]	[-179, -123, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 103, 100, 176]
235	60.5	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, 66]	[0, -3, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 2, 75]	[100, 100, 100, 100, 176]
236	56.0	[50, 47, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
237	56.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, 66]	[0, -3, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 2, 75]	[100, 100, 100, 100, 176]
238	56.5	[50, 47, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
239	55.0	[50, 47, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
240	53.5	[50, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -8, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
241	61.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, 66]	[0, -3, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 2, 75]	[100, 100, 100, 100, 176]
242	64.5	[50, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -8, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
243	60.0	[50, 47, 50, 50, 193]	[-181, -159, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, -59]	[2, -1, -1, -1, -25]	[-5, -5, -5, -5, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 176]
244	56.0	[50, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -8, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
245	56.5	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, 66]	[0, -3, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 2, 75]	[100, 100, 100, 100, 176]
246	55.0	[50, 47, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
247	60.0	[50, 47, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
248	55.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, 66]	[0, 0, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-2, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 2, 75]	[100, 100, 100, 100, 176]
249	58.5	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, 66]	[0, -3, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 2, 75]	[100, 100, 100, 100, 176]
250	59.0	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
251	60.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, 66]	[0, 0, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-2, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 2, 75]	[100, 100, 100, 100, 176]
252	59.0	[50, 47, 50, 50, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-2, -5, -5, -5, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[103, 100, 100, 100, 176]
253	58.5	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, 66]	[0, 0, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-2, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 2, 75]	[100, 100, 100, 100, 176]
254	57.5	[50, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -8, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
255	60.5	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, 66]	[0, -3, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 2, 75]	[100, 100, 100, 100, 176]
256	58.0	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
257	55.5	[50, 50, 50, 50, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -8, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
258	55.5	[50, 50, 163, 50, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-2, -5, -5, -5, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 2, 33]	[103, 100, 100, 100, 176]
259	55.0	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -129, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
260	53.0	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -129, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
261	57.5	[50, 50, 50, 50, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -8, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
262	59.0	[50, 50, 50, 50, 193]	[-20, -20, -20, -20, 66]	[0, 0, 0, -6, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-2, -5, -5, -5, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 5, 75]	[100, 100, 100, 100, 176]
263	56.5	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -129, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
264	55.0	[50, 50, 50, 50, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -8, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
265	52.5	[50, 47, 50, 107, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, 0, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
266	66.0	[50, 50, 50, 50, 193]	[-20, -20, -20, -20, 66]	[0, 0, 0, -6, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-2, -5, -5, -5, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 5, 75]	[100, 100, 100, 100, 176]
267	56.5	[50, 50, 50, 50, 193]	[-20, -20, -20, -20, 66]	[0, -3, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[8, 5, 5, 2, 33]	[100, 100, 100, 100, 176]
268	56.5	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -129, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
269	53.5	[50, 47, 163, 50, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
270	57.0	[50, 50, 50, 50, 193]	[-20, -20, -20, -20, 66]	[0, -3, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[8, 5, 5, 2, 33]	[100, 100, 100, 100, 176]
271	56.0	[50, 50, 166, 107, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-2, -5, -5, -5, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[103, 100, 100, 100, 176]
272	61.0	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, -4, -1, -1, 134]	[-1, -1, -1, -1, -25]	[-5, -2, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
273	59.0	[50, 50, 166, 107, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-2, -5, -5, -5, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[103, 100, 100, 100, 176]
274	58.0	[50, 47, 163, 50, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
275	62.0	[50, 47, 50, 50, 193]	[-20, -20, -17, -20, -168]	[0, 0, 0, 0, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
276	61.5	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, -3, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 2, 75]	[100, 100, 97, 100, 176]
277	61.5	[50, 47, 163, 100, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
278	53.5	[50, 47, 163, 50, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
279	58.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 75]	[100, 100, 97, 100, 176]
280	64.0	[50, 47, 163, 100, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
281	57.0	[50, 50, 166, 107, 193]	[-20, -70, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-2, -5, -5, -5, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[103, 100, 100, 100, 176]
282	58.5	[50, 47, 163, 50, 193]	[-20, -20, -20, -20, -168]	[-3, 0, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-2, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 2, 33]	[103, 100, 100, 100, 176]
283	60.0	[50, 47, 163, 100, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
284	57.5	[50, 47, 163, 50, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 176]
285	60.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 2, 75]	[100, 100, 97, 100, 176]
286	56.5	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 2, 75]	[100, 100, 97, 100, 176]
287	52.0	[50, 47, 163, 50, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 176]
288	56.5	[50, 47, 163, 50, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 176]
289	62.0	[47, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, -3, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 75]	[100, 100, 97, 100, 176]
290	56.0	[50, 50, 50, 100, 193]	[-20, -20, -17, -20, -168]	[0, -3, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -22, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
291	67.5	[47, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, -3, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 75]	[100, 100, 97, 100, 176]
292	63.0	[47, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, -3, 0, -3, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 75]	[100, 100, 97, 100, 176]
293	53.5	[50, 47, 163, 100, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[103, 100, 100, 100, 173]
